time,authority,metal,session,unit,price,currency
1991-03-26,lbma,palladium,am,g,2.708698,USD
1991-03-26,lbma,platinum,pm,g,12.506631,USD
1991-03-26,lbma,platinum,am,g,12.603083,USD
1991-03-26,lbma,gold,pm,g,11.464948,USD
1991-03-26,lbma,gold,am,g,11.509959,USD
1991-03-27,lbma,silver,default,g,0.125356,USD
1991-03-27,lbma,palladium,pm,g,2.734419,USD
1991-03-27,lbma,palladium,am,g,2.745672,USD
1991-03-27,lbma,platinum,pm,g,12.386066,USD
1991-03-27,lbma,platinum,am,g,12.538782,USD
1991-03-27,lbma,gold,pm,g,11.382963,USD
1991-03-27,lbma,gold,am,g,11.481023,USD
1991-03-28,lbma,silver,default,g,0.12333,USD
1991-03-28,lbma,palladium,pm,g,2.933753,USD
1991-03-28,lbma,palladium,am,g,2.829264,USD
1991-03-28,lbma,platinum,pm,g,12.615944,USD
1991-03-28,lbma,platinum,am,g,12.590223,USD
1991-03-28,lbma,gold,pm,g,11.434404,USD
1991-03-28,lbma,gold,am,g,11.381356,USD
1991-04-02,lbma,silver,default,g,0.126513,USD
1991-04-02,lbma,palladium,pm,g,2.941791,USD
1991-04-02,lbma,palladium,am,g,2.917678,USD
1991-04-02,lbma,platinum,pm,g,12.667385,USD
1991-04-02,lbma,platinum,am,g,12.68346,USD
1991-04-02,lbma,gold,pm,g,11.493883,USD
1991-04-02,lbma,gold,am,g,11.506744,USD
1991-04-03,lbma,silver,default,g,0.130693,USD
1991-04-03,lbma,palladium,pm,g,3.036636,USD
1991-04-03,lbma,palladium,am,g,2.98198,USD
1991-04-03,lbma,platinum,pm,g,12.900477,USD
1991-04-03,lbma,platinum,am,g,12.812063,USD
1991-04-03,lbma,gold,pm,g,11.54854,USD
1991-04-03,lbma,gold,am,g,11.505136,USD
1991-04-04,lbma,silver,default,g,0.130468,USD
1991-04-04,lbma,palladium,pm,g,3.022168,USD
1991-04-04,lbma,palladium,am,g,2.973942,USD
1991-04-04,lbma,platinum,pm,g,12.900477,USD
1991-04-04,lbma,platinum,am,g,12.826531,USD
1991-04-04,lbma,gold,pm,g,11.522819,USD
1991-04-04,lbma,gold,am,g,11.513174,USD
1991-04-05,lbma,silver,default,g,0.129825,USD
1991-04-05,lbma,palladium,pm,g,2.98198,USD
1991-04-05,lbma,palladium,am,g,3.00127,USD
1991-04-05,lbma,platinum,pm,g,13.004967,USD
1991-04-05,lbma,platinum,am,g,12.964779,USD
1991-04-05,lbma,gold,pm,g,11.526034,USD
1991-04-05,lbma,gold,am,g,11.519604,USD
1991-04-08,lbma,silver,default,g,0.127317,USD
1991-04-08,lbma,palladium,pm,g,2.973942,USD
1991-04-08,lbma,palladium,am,g,2.965904,USD
1991-04-08,lbma,platinum,pm,g,12.940666,USD
1991-04-08,lbma,platinum,am,g,12.92459,USD
1991-04-08,lbma,gold,pm,g,11.606411,USD
1991-04-08,lbma,gold,am,g,11.535679,USD
1991-04-09,lbma,silver,default,g,0.128603,USD
1991-04-09,lbma,palladium,pm,g,3.030206,USD
1991-04-09,lbma,palladium,am,g,3.006093,USD
1991-04-09,lbma,platinum,pm,g,13.004967,USD
1991-04-09,lbma,platinum,am,g,12.964779,USD
1991-04-09,lbma,gold,pm,g,11.702863,USD
1991-04-09,lbma,gold,am,g,11.612841,USD
1991-04-10,lbma,silver,default,g,0.129375,USD
1991-04-10,lbma,palladium,pm,g,3.038243,USD
1991-04-10,lbma,palladium,am,g,3.038243,USD
1991-04-10,lbma,platinum,pm,g,13.021043,USD
1991-04-10,lbma,platinum,am,g,13.053193,USD
1991-04-10,lbma,gold,pm,g,11.681965,USD
1991-04-10,lbma,gold,am,g,11.69161,USD
1991-04-11,lbma,silver,default,g,0.128185,USD
1991-04-11,lbma,palladium,pm,g,3.081647,USD
1991-04-11,lbma,palladium,am,g,3.046281,USD
1991-04-11,lbma,platinum,pm,g,12.908515,USD
1991-04-11,lbma,platinum,am,g,12.89244,USD
1991-04-11,lbma,gold,pm,g,11.630524,USD
1991-04-11,lbma,gold,am,g,11.598373,USD
1991-04-12,lbma,silver,default,g,0.129182,USD
1991-04-12,lbma,palladium,pm,g,3.150771,USD
1991-04-12,lbma,palladium,am,g,3.089684,USD
1991-04-12,lbma,platinum,pm,g,12.977639,USD
1991-04-12,lbma,platinum,am,g,12.956741,USD
1991-04-12,lbma,gold,pm,g,11.636954,USD
1991-04-12,lbma,gold,am,g,11.620879,USD
1991-04-15,lbma,silver,default,g,0.127896,USD
1991-04-15,lbma,palladium,pm,g,3.094507,USD
1991-04-15,lbma,palladium,am,g,3.110582,USD
1991-04-15,lbma,platinum,pm,g,12.844214,USD
1991-04-15,lbma,platinum,am,g,12.900477,USD
1991-04-15,lbma,gold,pm,g,11.577475,USD
1991-04-15,lbma,gold,am,g,11.593551,USD
1991-04-16,lbma,silver,default,g,0.129375,USD
1991-04-16,lbma,palladium,pm,g,3.072002,USD
1991-04-16,lbma,palladium,am,g,3.070394,USD
1991-04-16,lbma,platinum,pm,g,12.836176,USD
1991-04-16,lbma,platinum,am,g,12.795988,USD
1991-04-16,lbma,gold,pm,g,11.612841,USD
1991-04-16,lbma,gold,am,g,11.583905,USD
1991-04-17,lbma,silver,default,g,0.130853,USD
1991-04-17,lbma,palladium,pm,g,3.110582,USD
1991-04-17,lbma,palladium,am,g,3.094507,USD
1991-04-17,lbma,platinum,pm,g,12.876364,USD
1991-04-17,lbma,platinum,am,g,12.884402,USD
1991-04-17,lbma,gold,pm,g,11.595158,USD
1991-04-17,lbma,gold,am,g,11.606411,USD
1991-04-18,lbma,silver,default,g,0.132493,USD
1991-04-18,lbma,palladium,pm,g,3.20382,USD
1991-04-18,lbma,palladium,am,g,3.198997,USD
1991-04-18,lbma,platinum,pm,g,12.99693,USD
1991-04-18,lbma,platinum,am,g,13.004967,USD
1991-04-18,lbma,gold,pm,g,11.546932,USD
1991-04-18,lbma,gold,am,g,11.612841,USD
1991-04-19,lbma,silver,default,g,0.127092,USD
1991-04-19,lbma,palladium,pm,g,3.110582,USD
1991-04-19,lbma,palladium,am,g,3.104152,USD
1991-04-19,lbma,platinum,pm,g,12.675422,USD
1991-04-19,lbma,platinum,am,g,12.691498,USD
1991-04-19,lbma,gold,pm,g,11.45048,USD
1991-04-19,lbma,gold,am,g,11.481023,USD
1991-04-22,lbma,silver,default,g,0.126031,USD
1991-04-22,lbma,palladium,pm,g,3.110582,USD
1991-04-22,lbma,palladium,am,g,3.102545,USD
1991-04-22,lbma,platinum,pm,g,12.458405,USD
1991-04-22,lbma,platinum,am,g,12.627196,USD
1991-04-22,lbma,gold,pm,g,11.458518,USD
1991-04-22,lbma,gold,am,g,11.453695,USD
1991-04-23,lbma,silver,default,g,0.126835,USD
1991-04-23,lbma,palladium,pm,g,3.215072,USD
1991-04-23,lbma,palladium,am,g,3.255261,USD
1991-04-23,lbma,platinum,pm,g,12.522706,USD
1991-04-23,lbma,platinum,am,g,12.627196,USD
1991-04-23,lbma,gold,pm,g,11.429582,USD
1991-04-23,lbma,gold,am,g,11.474593,USD
1991-04-24,lbma,silver,default,g,0.12661,USD
1991-04-24,lbma,palladium,pm,g,3.247223,USD
1991-04-24,lbma,palladium,am,g,3.252046,USD
1991-04-24,lbma,platinum,pm,g,12.627196,USD
1991-04-24,lbma,platinum,am,g,12.649702,USD
1991-04-24,lbma,gold,pm,g,11.439227,USD
1991-04-24,lbma,gold,am,g,11.442442,USD
1991-04-25,lbma,silver,default,g,0.124552,USD
1991-04-25,lbma,palladium,pm,g,3.174884,USD
1991-04-25,lbma,palladium,am,g,3.239185,USD
1991-04-25,lbma,platinum,pm,g,12.434292,USD
1991-04-25,lbma,platinum,am,g,12.606298,USD
1991-04-25,lbma,gold,pm,g,11.357243,USD
1991-04-25,lbma,gold,am,g,11.349205,USD
1991-04-26,lbma,silver,default,g,0.125388,USD
1991-04-26,lbma,palladium,pm,g,3.271336,USD
1991-04-26,lbma,palladium,am,g,3.300272,USD
1991-04-26,lbma,platinum,pm,g,12.514669,USD
1991-04-26,lbma,platinum,am,g,12.603083,USD
1991-04-26,lbma,gold,pm,g,11.357243,USD
1991-04-26,lbma,gold,am,g,11.386178,USD
1991-04-29,lbma,silver,default,g,0.125002,USD
1991-04-29,lbma,palladium,pm,g,3.158808,USD
1991-04-29,lbma,palladium,am,g,3.22311,USD
1991-04-29,lbma,platinum,pm,g,12.405356,USD
1991-04-29,lbma,platinum,am,g,12.458405,USD
1991-04-29,lbma,gold,pm,g,11.288119,USD
1991-04-29,lbma,gold,am,g,11.294549,USD
1991-04-30,lbma,silver,default,g,0.126481,USD
1991-04-30,lbma,palladium,pm,g,3.207035,USD
1991-04-30,lbma,palladium,am,g,3.231148,USD
1991-04-30,lbma,platinum,pm,g,12.587008,USD
1991-04-30,lbma,platinum,am,g,12.570933,USD
1991-04-30,lbma,gold,pm,g,11.501921,USD
1991-04-30,lbma,gold,am,g,11.363673,USD
1991-05-01,lbma,silver,default,g,0.127735,USD
1991-05-01,lbma,palladium,pm,g,3.22311,USD
1991-05-01,lbma,palladium,am,g,3.231148,USD
1991-05-01,lbma,platinum,pm,g,12.691498,USD
1991-05-01,lbma,platinum,am,g,12.675422,USD
1991-05-01,lbma,gold,pm,g,11.461733,USD
1991-05-01,lbma,gold,am,g,11.453695,USD
1991-05-02,lbma,silver,default,g,0.126481,USD
1991-05-02,lbma,palladium,pm,g,3.100937,USD
1991-05-02,lbma,palladium,am,g,3.126658,USD
1991-05-02,lbma,platinum,pm,g,12.5854,USD
1991-05-02,lbma,platinum,am,g,12.614336,USD
1991-05-02,lbma,gold,pm,g,11.386178,USD
1991-05-02,lbma,gold,am,g,11.424759,USD
1991-05-03,lbma,silver,default,g,0.129182,USD
1991-05-03,lbma,palladium,pm,g,3.110582,USD
1991-05-03,lbma,palladium,am,g,3.104152,USD
1991-05-03,lbma,platinum,pm,g,12.675422,USD
1991-05-03,lbma,platinum,am,g,12.651309,USD
1991-05-03,lbma,gold,pm,g,11.429582,USD
1991-05-03,lbma,gold,am,g,11.460125,USD
1991-05-07,lbma,silver,default,g,0.129407,USD
1991-05-07,lbma,palladium,pm,g,3.075217,USD
1991-05-07,lbma,palladium,am,g,3.070394,USD
1991-05-07,lbma,platinum,pm,g,12.612728,USD
1991-05-07,lbma,platinum,am,g,12.609513,USD
1991-05-07,lbma,gold,pm,g,11.45048,USD
1991-05-07,lbma,gold,am,g,11.453695,USD
1991-05-08,lbma,silver,default,g,0.129407,USD
1991-05-08,lbma,palladium,pm,g,3.030206,USD
1991-05-08,lbma,palladium,am,g,3.078432,USD
1991-05-08,lbma,platinum,pm,g,12.627196,USD
1991-05-08,lbma,platinum,am,g,12.651309,USD
1991-05-08,lbma,gold,pm,g,11.474593,USD
1991-05-08,lbma,gold,am,g,11.458518,USD
1991-05-09,lbma,silver,default,g,0.130628,USD
1991-05-09,lbma,palladium,pm,g,3.038243,USD
1991-05-09,lbma,palladium,am,g,3.046281,USD
1991-05-09,lbma,platinum,pm,g,12.619159,USD
1991-05-09,lbma,platinum,am,g,12.659347,USD
1991-05-09,lbma,gold,pm,g,11.472985,USD
1991-05-09,lbma,gold,am,g,11.472985,USD
1991-05-10,lbma,silver,default,g,0.129664,USD
1991-05-10,lbma,palladium,pm,g,3.043066,USD
1991-05-10,lbma,palladium,am,g,3.046281,USD
1991-05-10,lbma,platinum,pm,g,12.530744,USD
1991-05-10,lbma,platinum,am,g,12.538782,USD
1991-05-10,lbma,gold,pm,g,11.468163,USD
1991-05-10,lbma,gold,am,g,11.455302,USD
1991-05-13,lbma,silver,default,g,0.12976,USD
1991-05-13,lbma,palladium,pm,g,3.046281,USD
1991-05-13,lbma,palladium,am,g,3.054319,USD
1991-05-13,lbma,platinum,pm,g,12.524314,USD
1991-05-13,lbma,platinum,am,g,12.522706,USD
1991-05-13,lbma,gold,pm,g,11.472985,USD
1991-05-13,lbma,gold,am,g,11.46977,USD
1991-05-14,lbma,silver,default,g,0.128699,USD
1991-05-14,lbma,palladium,pm,g,3.047889,USD
1991-05-14,lbma,palladium,am,g,3.047889,USD
1991-05-14,lbma,platinum,pm,g,12.546819,USD
1991-05-14,lbma,platinum,am,g,12.554857,USD
1991-05-14,lbma,gold,pm,g,11.508351,USD
1991-05-14,lbma,gold,am,g,11.509959,USD
1991-05-15,lbma,silver,default,g,0.132365,USD
1991-05-15,lbma,palladium,pm,g,3.070394,USD
1991-05-15,lbma,palladium,am,g,3.068786,USD
1991-05-15,lbma,platinum,pm,g,12.667385,USD
1991-05-15,lbma,platinum,am,g,12.632019,USD
1991-05-15,lbma,gold,pm,g,11.569438,USD
1991-05-15,lbma,gold,am,g,11.582298,USD
1991-05-16,lbma,silver,default,g,0.131818,USD
1991-05-16,lbma,palladium,pm,g,3.054319,USD
1991-05-16,lbma,palladium,am,g,3.054319,USD
1991-05-16,lbma,platinum,pm,g,12.546819,USD
1991-05-16,lbma,platinum,am,g,12.611121,USD
1991-05-16,lbma,gold,pm,g,11.445657,USD
1991-05-16,lbma,gold,am,g,11.521211,USD
1991-05-17,lbma,silver,default,g,0.129149,USD
1991-05-17,lbma,palladium,pm,g,3.026991,USD
1991-05-17,lbma,palladium,am,g,3.038243,USD
1991-05-17,lbma,platinum,pm,g,12.482518,USD
1991-05-17,lbma,platinum,am,g,12.509846,USD
1991-05-17,lbma,gold,pm,g,11.416722,USD
1991-05-17,lbma,gold,am,g,11.411899,USD
1991-05-20,lbma,silver,default,g,0.128764,USD
1991-05-20,lbma,palladium,pm,g,3.025383,USD
1991-05-20,lbma,palladium,am,g,3.022168,USD
1991-05-20,lbma,platinum,pm,g,12.482518,USD
1991-05-20,lbma,platinum,am,g,12.490556,USD
1991-05-20,lbma,gold,pm,g,11.413507,USD
1991-05-20,lbma,gold,am,g,11.378141,USD
1991-05-21,lbma,silver,default,g,0.129889,USD
1991-05-21,lbma,palladium,pm,g,3.038243,USD
1991-05-21,lbma,palladium,am,g,3.030206,USD
1991-05-21,lbma,platinum,pm,g,12.595046,USD
1991-05-21,lbma,platinum,am,g,12.574148,USD
1991-05-21,lbma,gold,pm,g,11.455302,USD
1991-05-21,lbma,gold,am,g,11.46977,USD
1991-05-22,lbma,silver,default,g,0.131496,USD
1991-05-22,lbma,palladium,pm,g,3.054319,USD
1991-05-22,lbma,palladium,am,g,3.038243,USD
1991-05-22,lbma,platinum,pm,g,12.635234,USD
1991-05-22,lbma,platinum,am,g,12.627196,USD
1991-05-22,lbma,gold,pm,g,11.46977,USD
1991-05-22,lbma,gold,am,g,11.46977,USD
1991-05-23,lbma,silver,default,g,0.129825,USD
1991-05-23,lbma,palladium,pm,g,3.01413,USD
1991-05-23,lbma,palladium,am,g,3.022168,USD
1991-05-23,lbma,platinum,pm,g,12.524314,USD
1991-05-23,lbma,platinum,am,g,12.533959,USD
1991-05-23,lbma,gold,pm,g,11.410291,USD
1991-05-23,lbma,gold,am,g,11.413507,USD
1991-05-24,lbma,silver,default,g,0.13021,USD
1991-05-24,lbma,palladium,pm,g,3.01413,USD
1991-05-24,lbma,palladium,am,g,3.010915,USD
1991-05-24,lbma,platinum,pm,g,12.546819,USD
1991-05-24,lbma,platinum,am,g,12.546819,USD
1991-05-24,lbma,gold,pm,g,11.439227,USD
1991-05-24,lbma,gold,am,g,11.429582,USD
1991-05-28,lbma,silver,default,g,0.1305,USD
1991-05-28,lbma,palladium,pm,g,3.006093,USD
1991-05-28,lbma,palladium,am,g,3.030206,USD
1991-05-28,lbma,platinum,pm,g,12.506631,USD
1991-05-28,lbma,platinum,am,g,12.570933,USD
1991-05-28,lbma,gold,pm,g,11.434404,USD
1991-05-28,lbma,gold,am,g,11.455302,USD
1991-05-29,lbma,silver,default,g,0.133168,USD
1991-05-29,lbma,palladium,pm,g,3.022168,USD
1991-05-29,lbma,palladium,am,g,3.030206,USD
1991-05-29,lbma,platinum,pm,g,12.638449,USD
1991-05-29,lbma,platinum,am,g,12.623981,USD
1991-05-29,lbma,gold,pm,g,11.622486,USD
1991-05-29,lbma,gold,am,g,11.598373,USD
1991-05-30,lbma,silver,default,g,0.132397,USD
1991-05-30,lbma,palladium,pm,g,3.174884,USD
1991-05-30,lbma,palladium,am,g,3.186137,USD
1991-05-30,lbma,platinum,pm,g,11.759127,USD
1991-05-30,lbma,platinum,am,g,11.879692,USD
1991-05-30,lbma,gold,pm,g,11.608018,USD
1991-05-30,lbma,gold,am,g,11.599981,USD
1991-05-31,lbma,silver,default,g,0.132879,USD
1991-05-31,lbma,palladium,pm,g,3.150771,USD
1991-05-31,lbma,palladium,am,g,3.231148,USD
1991-05-31,lbma,platinum,pm,g,12.104747,USD
1991-05-31,lbma,platinum,am,g,12.161011,USD
1991-05-31,lbma,gold,pm,g,11.58712,USD
1991-05-31,lbma,gold,am,g,11.624094,USD
1991-06-03,lbma,silver,default,g,0.133618,USD
1991-06-03,lbma,palladium,pm,g,3.12505,USD
1991-06-03,lbma,palladium,am,g,3.136303,USD
1991-06-03,lbma,platinum,pm,g,12.157796,USD
1991-06-03,lbma,platinum,am,g,12.098317,USD
1991-06-03,lbma,gold,pm,g,11.670712,USD
1991-06-03,lbma,gold,am,g,11.622486,USD
1991-06-04,lbma,silver,default,g,0.133522,USD
1991-06-04,lbma,palladium,pm,g,3.102545,USD
1991-06-04,lbma,palladium,am,g,3.094507,USD
1991-06-04,lbma,platinum,pm,g,12.177086,USD
1991-06-04,lbma,platinum,am,g,12.165833,USD
1991-06-04,lbma,gold,pm,g,11.651422,USD
1991-06-04,lbma,gold,am,g,11.638562,USD
1991-06-05,lbma,silver,default,g,0.13394,USD
1991-06-05,lbma,palladium,pm,g,3.102545,USD
1991-06-05,lbma,palladium,am,g,3.09933,USD
1991-06-05,lbma,platinum,pm,g,12.161011,USD
1991-06-05,lbma,platinum,am,g,12.169048,USD
1991-06-05,lbma,gold,pm,g,11.651422,USD
1991-06-05,lbma,gold,am,g,11.625701,USD
1991-06-06,lbma,silver,default,g,0.136383,USD
1991-06-06,lbma,palladium,pm,g,3.09933,USD
1991-06-06,lbma,palladium,am,g,3.086469,USD
1991-06-06,lbma,platinum,pm,g,12.257463,USD
1991-06-06,lbma,platinum,am,g,12.241388,USD
1991-06-06,lbma,gold,pm,g,11.730191,USD
1991-06-06,lbma,gold,am,g,11.683573,USD
1991-06-07,lbma,silver,default,g,0.144421,USD
1991-06-07,lbma,palladium,pm,g,3.11862,USD
1991-06-07,lbma,palladium,am,g,3.097722,USD
1991-06-07,lbma,platinum,pm,g,12.33784,USD
1991-06-07,lbma,platinum,am,g,12.297651,USD
1991-06-07,lbma,gold,pm,g,11.799315,USD
1991-06-07,lbma,gold,am,g,11.760734,USD
1991-06-10,lbma,silver,default,g,0.146961,USD
1991-06-10,lbma,palladium,pm,g,3.174884,USD
1991-06-10,lbma,palladium,am,g,3.110582,USD
1991-06-10,lbma,platinum,pm,g,12.353915,USD
1991-06-10,lbma,platinum,am,g,12.257463,USD
1991-06-10,lbma,gold,pm,g,11.966499,USD
1991-06-10,lbma,gold,am,g,11.818606,USD
1991-06-11,lbma,silver,default,g,0.144067,USD
1991-06-11,lbma,palladium,pm,g,3.13148,USD
1991-06-11,lbma,palladium,am,g,3.134695,USD
1991-06-11,lbma,platinum,pm,g,12.225312,USD
1991-06-11,lbma,platinum,am,g,12.273538,USD
1991-06-11,lbma,gold,pm,g,11.935956,USD
1991-06-11,lbma,gold,am,g,11.984182,USD
1991-06-12,lbma,silver,default,g,0.145128,USD
1991-06-12,lbma,palladium,pm,g,3.155593,USD
1991-06-12,lbma,palladium,am,g,3.155593,USD
1991-06-12,lbma,platinum,pm,g,12.217275,USD
1991-06-12,lbma,platinum,am,g,12.209237,USD
1991-06-12,lbma,gold,pm,g,11.960069,USD
1991-06-12,lbma,gold,am,g,11.918273,USD
1991-06-13,lbma,silver,default,g,0.143553,USD
1991-06-13,lbma,palladium,pm,g,3.102545,USD
1991-06-13,lbma,palladium,am,g,3.094507,USD
1991-06-13,lbma,platinum,pm,g,12.088672,USD
1991-06-13,lbma,platinum,am,g,12.064559,USD
1991-06-13,lbma,gold,pm,g,11.886122,USD
1991-06-13,lbma,gold,am,g,11.844326,USD
1991-06-14,lbma,silver,default,g,0.145,USD
1991-06-14,lbma,palladium,pm,g,3.078432,USD
1991-06-14,lbma,palladium,am,g,3.094507,USD
1991-06-14,lbma,platinum,pm,g,11.831466,USD
1991-06-14,lbma,platinum,am,g,12.016333,USD
1991-06-14,lbma,gold,pm,g,11.823428,USD
1991-06-14,lbma,gold,am,g,11.863617,USD
1991-06-17,lbma,silver,default,g,0.14111,USD
1991-06-17,lbma,palladium,pm,g,3.086469,USD
1991-06-17,lbma,palladium,am,g,3.089684,USD
1991-06-17,lbma,platinum,pm,g,11.895767,USD
1991-06-17,lbma,platinum,am,g,11.88773,USD
1991-06-17,lbma,gold,pm,g,11.792885,USD
1991-06-17,lbma,gold,am,g,11.80896,USD
1991-06-18,lbma,silver,default,g,0.143971,USD
1991-06-18,lbma,palladium,pm,g,3.110582,USD
1991-06-18,lbma,palladium,am,g,3.086469,USD
1991-06-18,lbma,platinum,pm,g,11.99222,USD
1991-06-18,lbma,platinum,am,g,11.871654,USD
1991-06-18,lbma,gold,pm,g,11.903805,USD
1991-06-18,lbma,gold,am,g,11.831466,USD
1991-06-19,lbma,silver,default,g,0.142492,USD
1991-06-19,lbma,palladium,pm,g,3.141126,USD
1991-06-19,lbma,palladium,am,g,3.150771,USD
1991-06-19,lbma,platinum,pm,g,11.858794,USD
1991-06-19,lbma,platinum,am,g,11.839504,USD
1991-06-19,lbma,gold,pm,g,11.812175,USD
1991-06-19,lbma,gold,am,g,11.80896,USD
1991-06-20,lbma,silver,default,g,0.142846,USD
1991-06-20,lbma,palladium,pm,g,3.182922,USD
1991-06-20,lbma,palladium,am,g,3.170061,USD
1991-06-20,lbma,platinum,pm,g,11.976144,USD
1991-06-20,lbma,platinum,am,g,11.99222,USD
1991-06-20,lbma,gold,pm,g,11.818606,USD
1991-06-20,lbma,gold,am,g,11.825036,USD
1991-06-21,lbma,silver,default,g,0.142846,USD
1991-06-21,lbma,palladium,pm,g,3.178099,USD
1991-06-21,lbma,palladium,am,g,3.182922,USD
1991-06-21,lbma,platinum,pm,g,12.072596,USD
1991-06-21,lbma,platinum,am,g,12.067774,USD
1991-06-21,lbma,gold,pm,g,11.775202,USD
1991-06-21,lbma,gold,am,g,11.812175,USD
1991-06-24,lbma,silver,default,g,0.139566,USD
1991-06-24,lbma,palladium,pm,g,3.150771,USD
1991-06-24,lbma,palladium,am,g,3.166846,USD
1991-06-24,lbma,platinum,pm,g,12.0308,USD
1991-06-24,lbma,platinum,am,g,12.02437,USD
1991-06-24,lbma,gold,pm,g,11.603196,USD
1991-06-24,lbma,gold,am,g,11.741444,USD
1991-06-25,lbma,silver,default,g,0.140177,USD
1991-06-25,lbma,palladium,pm,g,3.096115,USD
1991-06-25,lbma,palladium,am,g,3.134695,USD
1991-06-25,lbma,platinum,pm,g,12.000257,USD
1991-06-25,lbma,platinum,am,g,11.977752,USD
1991-06-25,lbma,gold,pm,g,11.681965,USD
1991-06-25,lbma,gold,am,g,11.67875,USD
1991-06-26,lbma,silver,default,g,0.142042,USD
1991-06-26,lbma,palladium,pm,g,3.126658,USD
1991-06-26,lbma,palladium,am,g,3.107367,USD
1991-06-26,lbma,platinum,pm,g,12.040446,USD
1991-06-26,lbma,platinum,am,g,12.053306,USD
1991-06-26,lbma,gold,pm,g,11.77038,USD
1991-06-26,lbma,gold,am,g,11.767164,USD
1991-06-27,lbma,silver,default,g,0.140016,USD
1991-06-27,lbma,palladium,pm,g,3.0929,USD
1991-06-27,lbma,palladium,am,g,3.062356,USD
1991-06-27,lbma,platinum,pm,g,12.042053,USD
1991-06-27,lbma,platinum,am,g,12.048483,USD
1991-06-27,lbma,gold,pm,g,11.728584,USD
1991-06-27,lbma,gold,am,g,11.744659,USD
1991-06-28,lbma,silver,default,g,0.143199,USD
1991-06-28,lbma,palladium,pm,g,3.110582,USD
1991-06-28,lbma,palladium,am,g,3.113797,USD
1991-06-28,lbma,platinum,pm,g,12.091887,USD
1991-06-28,lbma,platinum,am,g,12.112785,USD
1991-06-28,lbma,gold,pm,g,11.842719,USD
1991-06-28,lbma,gold,am,g,11.7961,USD
1991-07-01,lbma,silver,default,g,0.143167,USD
1991-07-01,lbma,palladium,pm,g,3.150771,USD
1991-07-01,lbma,palladium,am,g,3.139518,USD
1991-07-01,lbma,platinum,pm,g,12.265501,USD
1991-07-01,lbma,platinum,am,g,12.212452,USD
1991-07-01,lbma,gold,pm,g,11.860402,USD
1991-07-01,lbma,gold,am,g,11.852364,USD
1991-07-02,lbma,silver,default,g,0.142235,USD
1991-07-02,lbma,palladium,pm,g,3.126658,USD
1991-07-02,lbma,palladium,am,g,3.11862,USD
1991-07-02,lbma,platinum,pm,g,12.217275,USD
1991-07-02,lbma,platinum,am,g,12.206022,USD
1991-07-02,lbma,gold,pm,g,11.80253,USD
1991-07-02,lbma,gold,am,g,11.788062,USD
1991-07-03,lbma,silver,default,g,0.142363,USD
1991-07-03,lbma,palladium,pm,g,3.11862,USD
1991-07-03,lbma,palladium,am,g,3.110582,USD
1991-07-03,lbma,platinum,pm,g,12.249425,USD
1991-07-03,lbma,platinum,am,g,12.225312,USD
1991-07-03,lbma,gold,pm,g,11.871654,USD
1991-07-03,lbma,gold,am,g,11.823428,USD
1991-07-04,lbma,silver,default,g,0.144517,USD
1991-07-04,lbma,palladium,pm,g,3.110582,USD
1991-07-04,lbma,palladium,am,g,3.102545,USD
1991-07-04,lbma,platinum,pm,g,12.209237,USD
1991-07-04,lbma,platinum,am,g,12.181909,USD
1991-07-04,lbma,gold,pm,g,11.871654,USD
1991-07-04,lbma,gold,am,g,11.876477,USD
1991-07-05,lbma,silver,default,g,0.145771,USD
1991-07-05,lbma,palladium,pm,g,3.110582,USD
1991-07-05,lbma,palladium,am,g,3.110582,USD
1991-07-05,lbma,platinum,pm,g,12.458405,USD
1991-07-05,lbma,platinum,am,g,12.270323,USD
1991-07-05,lbma,gold,pm,g,11.892552,USD
1991-07-05,lbma,gold,am,g,11.903805,USD
1991-07-08,lbma,silver,default,g,0.144839,USD
1991-07-08,lbma,palladium,pm,g,3.107367,USD
1991-07-08,lbma,palladium,am,g,3.129873,USD
1991-07-08,lbma,platinum,pm,g,12.305689,USD
1991-07-08,lbma,platinum,am,g,12.347485,USD
1991-07-08,lbma,gold,pm,g,11.903805,USD
1991-07-08,lbma,gold,am,g,11.939171,USD
1991-07-09,lbma,silver,default,g,0.143457,USD
1991-07-09,lbma,palladium,pm,g,3.075217,USD
1991-07-09,lbma,palladium,am,g,3.102545,USD
1991-07-09,lbma,platinum,pm,g,12.297651,USD
1991-07-09,lbma,platinum,am,g,12.305689,USD
1991-07-09,lbma,gold,pm,g,11.870047,USD
1991-07-09,lbma,gold,am,g,11.863617,USD
1991-07-10,lbma,silver,default,g,0.143939,USD
1991-07-10,lbma,palladium,pm,g,3.078432,USD
1991-07-10,lbma,palladium,am,g,3.086469,USD
1991-07-10,lbma,platinum,pm,g,12.302474,USD
1991-07-10,lbma,platinum,am,g,12.310512,USD
1991-07-10,lbma,gold,pm,g,11.924703,USD
1991-07-10,lbma,gold,am,g,11.902198,USD
1991-07-11,lbma,silver,default,g,0.142106,USD
1991-07-11,lbma,palladium,pm,g,3.046281,USD
1991-07-11,lbma,palladium,am,g,3.054319,USD
1991-07-11,lbma,platinum,pm,g,12.02437,USD
1991-07-11,lbma,platinum,am,g,12.169048,USD
1991-07-11,lbma,gold,pm,g,11.841111,USD
1991-07-11,lbma,gold,am,g,11.858794,USD
1991-07-12,lbma,silver,default,g,0.14082,USD
